model,query,expected_material_input,expected_material_resolved,predicted_top1,predicted_top1_score,expected_rank,expected_score,top1_correct,top5_correct,topk_materials,topk_scores
google/embeddinggemma-300m,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.714329,1,0.714329,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.714329 | 0.640199 | 0.598958 | 0.568272 | 0.565562
sentence-transformers/LaBSE,Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.701221,1,0.701221,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.701221 | 0.664966 | 0.585390 | 0.505968 | 0.497685
sentence-transformers/LaBSE,Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.679500,1,0.679500,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Schlitzwand 800,0.679500 | 0.647813 | 0.575110 | 0.496437 | 0.490769
sentence-transformers/LaBSE,BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.662382,1,0.662382,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Schlitzwand 400,0.662382 | 0.633821 | 0.573883 | 0.503693 | 0.474426
sentence-transformers/LaBSE,IfcPile ; BORED ; Betonpfahl ; Beton ; Pfahlreihe Süd ; 900 ; Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.621224,1,0.621224,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400,0.621224 | 0.586228 | 0.526249 | 0.480113 | 0.469438
sentence-transformers/LaBSE,"IfcPile , BORED , Betonpfahl , Beton , Pfahlreihe Süd , 900 , Ortbeton",Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.602186,1,0.602186,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400,0.602186 | 0.578683 | 0.536025 | 0.472146 | 0.454857
sentence-transformers/LaBSE,Entity: IfcPile PredefinedType: BORED Name: Betonpfahl Material: Beton Beschrieb: Pfahlreihe Süd Durchmesser: 900 CastingMethod: Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.433140,1,0.433140,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil normalfest,0.433140 | 0.427978 | 0.407766 | 0.389160 | 0.338431
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.872874,1,0.872874,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.872874 | 0.861377 | 0.843603 | 0.825707 | 0.818424
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Ortbeton IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.877135,1,0.877135,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.877135 | 0.860876 | 0.841727 | 0.827102 | 0.817058
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,900 Ortbeton IfcPile BORED Betonpfahl Beton Pfahlreihe Süd,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.893714,1,0.893714,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.893714 | 0.875788 | 0.861652 | 0.839110 | 0.835154
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl Beton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.852861,1,0.852861,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.852861 | 0.846015 | 0.818142 | 0.815980 | 0.803082
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.847562,1,0.847562,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.847562 | 0.842391 | 0.813545 | 0.811589 | 0.798501
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.858816,1,0.858816,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.858816 | 0.845938 | 0.823943 | 0.813089 | 0.805034
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.873797,1,0.873797,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.873797 | 0.864853 | 0.842073 | 0.832952 | 0.821783
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,IfcPile ; BORED ; Betonpfahl ; Beton ; Pfahlreihe Süd ; 900 ; Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.713628,1,0.713628,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.713628 | 0.702039 | 0.698454 | 0.671492 | 0.661363
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,"IfcPile , BORED , Betonpfahl , Beton , Pfahlreihe Süd , 900 , Ortbeton",Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.749492,1,0.749492,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.749492 | 0.734334 | 0.721339 | 0.716539 | 0.707437
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Entity: IfcPile PredefinedType: BORED Name: Betonpfahl Material: Beton Beschrieb: Pfahlreihe Süd Durchmesser: 900 CastingMethod: Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.588637,1,0.588637,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonbohrpfahl 700,0.588637 | 0.581473 | 0.581462 | 0.575973 | 0.562418
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.684898,3,0.629036,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.684898 | 0.631262 | 0.629036 | 0.586627 | 0.579250
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,Ortbeton IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.696713,2,0.673474,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Dichtungsbahn Polyolefin FPO | Massivholz Buche Eiche luftgetrocknet rau,0.696713 | 0.673474 | 0.660146 | 0.553908 | 0.540414
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,900 Ortbeton IfcPile BORED Betonpfahl Beton Pfahlreihe Süd,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.713387,2,0.694735,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Dichtungsbahn Polyolefin FPO,0.713387 | 0.694735 | 0.687306 | 0.545562 | 0.543487
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl Beton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.718026,3,0.685620,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Dichtungsbahn Polyolefin FPO,0.718026 | 0.687746 | 0.685620 | 0.590505 | 0.585807
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.724282,3,0.693313,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Dichtungsbahn Polyolefin FPO | Massivholz Buche Eiche luftgetrocknet rau,0.724282 | 0.698235 | 0.693313 | 0.599158 | 0.572879
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.663250,2,0.603570,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau,0.663250 | 0.603570 | 0.596659 | 0.582066 | 0.581580
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.695651,3,0.625577,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.695651 | 0.630278 | 0.625577 | 0.612369 | 0.607707
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile ; BORED ; Betonpfahl ; Beton ; Pfahlreihe Süd ; 900 ; Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.546014,9,0.431817,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche luftgetrocknet rau | 3- und 5-Schicht Massivholzplatte,0.546014 | 0.510621 | 0.493441 | 0.490989 | 0.477365
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,"IfcPile , BORED , Betonpfahl , Beton , Pfahlreihe Süd , 900 , Ortbeton",Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.566864,9,0.466047,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet gehobelt | Tiefgründung Ortbetonbohrpfahl 700,0.566864 | 0.517897 | 0.507420 | 0.503449 | 0.497880
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,Entity: IfcPile PredefinedType: BORED Name: Betonpfahl Material: Beton Beschrieb: Pfahlreihe Süd Durchmesser: 900 CastingMethod: Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.472825,6,0.387791,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonbohrpfahl 700 | 3- und 5-Schicht Massivholzplatte | Tiefgründung Vorgefertigter Betonpfahl,0.472825 | 0.456105 | 0.411704 | 0.401596 | 0.401405
sentence-transformers/distiluse-base-multilingual-cased-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.621391,1,0.621391,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.621391 | 0.459192 | 0.420488 | 0.391073 | 0.370806
sentence-transformers/distiluse-base-multilingual-cased-v2,Ortbeton IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.669227,1,0.669227,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.669227 | 0.493958 | 0.452459 | 0.431204 | 0.398433
sentence-transformers/distiluse-base-multilingual-cased-v2,900 Ortbeton IfcPile BORED Betonpfahl Beton Pfahlreihe Süd,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.687417,1,0.687417,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.687417 | 0.508804 | 0.457700 | 0.437242 | 0.406904
sentence-transformers/distiluse-base-multilingual-cased-v2,Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl Beton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.657430,1,0.657430,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 1200,0.657430 | 0.480412 | 0.475963 | 0.429090 | 0.417986
sentence-transformers/distiluse-base-multilingual-cased-v2,Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED Betonpfahl,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.663867,1,0.663867,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.663867 | 0.483622 | 0.472194 | 0.422885 | 0.422189
sentence-transformers/distiluse-base-multilingual-cased-v2,Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile BORED,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.664442,1,0.664442,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.664442 | 0.488344 | 0.462069 | 0.428277 | 0.413277
sentence-transformers/distiluse-base-multilingual-cased-v2,BORED Betonpfahl Beton Pfahlreihe Süd 900 Ortbeton IfcPile,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.669504,1,0.669504,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.669504 | 0.492008 | 0.457576 | 0.432407 | 0.410957
sentence-transformers/distiluse-base-multilingual-cased-v2,IfcPile ; BORED ; Betonpfahl ; Beton ; Pfahlreihe Süd ; 900 ; Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.456060,1,0.456060,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonbohrpfahl 1200,0.456060 | 0.327665 | 0.306637 | 0.295795 | 0.288350
sentence-transformers/distiluse-base-multilingual-cased-v2,"IfcPile , BORED , Betonpfahl , Beton , Pfahlreihe Süd , 900 , Ortbeton",Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.499090,1,0.499090,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand gespriesst,0.499090 | 0.366736 | 0.361896 | 0.327868 | 0.323967
sentence-transformers/distiluse-base-multilingual-cased-v2,Entity: IfcPile PredefinedType: BORED Name: Betonpfahl Material: Beton Beschrieb: Pfahlreihe Süd Durchmesser: 900 CastingMethod: Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.267615,1,0.267615,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich,0.267615 | 0.207613 | 0.180257 | 0.157430 | 0.154876
